,text
679,"Achilles, and unequal combat tried;"
680,"Then, where the boy disarm’d, with loosen’d reins,"
681,"Was by his horses hurried o’er the plains,"
682,"Hung by the neck and hair, and dragg’d around:"
683,"The hostile spear, yet sticking in his wound,"
684,With tracks of blood inscrib’d the dusty ground.
685,"Meantime the Trojan dames, oppress’d with woe,"
686,"To Pallas’ fane in long procession go,"
687,In hopes to reconcile their heav’nly foe.
688,"They weep, they beat their breasts, they rend their hair,"
689,And rich embroider’d vests for presents bear;
690,But the stern goddess stands unmov’d with pray’r.
691,Thrice round the Trojan walls Achilles drew
692,"The corpse of Hector, whom in fight he slew."
693,"Here Priam sues; and there, for sums of gold,"
694,The lifeless body of his son is sold.
695,"So sad an object, and so well express’d,"
696,"Drew sighs and groans from the griev’d hero’s breast,"
697,"To see the figure of his lifeless friend,"
698,And his old sire his helpless hand extend.
699,"Himself he saw amidst the Grecian train,"
700,Mix’d in the bloody battle on the plain;
701,"And swarthy Memnon in his arms he knew,"
702,"His pompous ensigns, and his Indian crew."
703,"Penthisilea there, with haughty grace,"
704,Leads to the wars an Amazonian race:
705,In their right hands a pointed dart they wield;
706,"The left, for ward, sustains the lunar shield."
707,"Athwart her breast a golden belt she throws,"
708,"Amidst the press alone provokes a thousand foes,"
709,And dares her maiden arms to manly force oppose.
710,"Thus while the Trojan prince employs his eyes,"
711,"Fix’d on the walls with wonder and surprise,"
712,"The beauteous Dido, with a num’rous train"
713,"And pomp of guards, ascends the sacred fane."
714,"Such on Eurotas’ banks, or Cynthus’ height,"
715,"Diana seems; and so she charms the sight,"
716,When in the dance the graceful goddess leads
717,"The choir of nymphs, and overtops their heads:"
718,"Known by her quiver, and her lofty mien,"
719,"She walks majestic, and she looks their queen;"
720,"Latona sees her shine above the rest,"
721,And feeds with secret joy her silent breast.
722,"Such Dido was; with such becoming state,"
723,"Amidst the crowd, she walks serenely great."
724,"Their labour to her future sway she speeds,"
725,And passing with a gracious glance proceeds;
726,"Then mounts the throne, high plac’d before the shrine:"
727,"In crowds around, the swarming people join."
728,"She takes petitions, and dispenses laws,"
729,Hears and determines ev’ry private cause;
730,"Their tasks in equal portions she divides,"
731,"And, where unequal, there by lots decides."
732,Another way by chance Aeneas bends
733,"His eyes, and unexpected sees his friends,"
734,"Antheus, Sergestus grave, Cloanthus strong,"
735,"And at their backs a mighty Trojan throng,"
736,"Whom late the tempest on the billows toss’d,"
737,And widely scatter’d on another coast.
738,"The prince, unseen, surpris’d with wonder stands,"
739,"And longs, with joyful haste, to join their hands;"
740,"But, doubtful of the wish’d event, he stays,"
741,"And from the hollow cloud his friends surveys,"
742,"Impatient till they told their present state,"
743,"And where they left their ships, and what their fate,"
744,"And why they came, and what was their request;"
745,"For these were sent, commission’d by the rest,"
746,"To sue for leave to land their sickly men,"
747,And gain admission to the gracious queen.
748,"Ent’ring, with cries they fill’d the holy fane;"
749,"Then thus, with lowly voice, Ilioneus began:"
750,“O Queen! indulg’d by favour of the gods
751,"To found an empire in these new abodes,"
752,"To build a town, with statutes to restrain"
753,"The wild inhabitants beneath thy reign,"
754,"We wretched Trojans, toss’d on ev’ry shore,"
755,"From sea to sea, thy clemency implore."
756,Forbid the fires our shipping to deface!
757,"Receive th’ unhappy fugitives to grace,"
758,And spare the remnant of a pious race!
759,"We come not with design of wasteful prey,"
760,"To drive the country, force the swains away:"
761,"Nor such our strength, nor such is our desire;"
762,The vanquish’d dare not to such thoughts aspire.
763,"A land there is, Hesperia nam’d of old;"
764,"The soil is fruitful, and the men are bold"
765,"Th’ Oenotrians held it once, by common fame"
766,"Now call’d Italia, from the leader’s name."
767,"To that sweet region was our voyage bent,"
768,When winds and ev’ry warring element
769,"Disturb’d our course, and, far from sight of land,"
770,Cast our torn vessels on the moving sand:
771,"The sea came on; the South, with mighty roar,"
772,Dispers’d and dash’d the rest upon the rocky shore.
773,"Those few you see escap’d the storm, and fear,"
774,"Unless you interpose, a shipwreck here."
775,"What men, what monsters, what inhuman race,"
776,"What laws, what barb’rous customs of the place,"
777,"Shut up a desert shore to drowning men,"
778,And drive us to the cruel seas again?
779,"If our hard fortune no compassion draws,"
780,"Nor hospitable rights, nor human laws,"
781,"The gods are just, and will revenge our cause."
782,"Aeneas was our prince: a juster lord,"
783,"Or nobler warrior, never drew a sword;"
784,"Observant of the right, religious of his word."
785,"If yet he lives, and draws this vital air,"
786,"Nor we, his friends, of safety shall despair;"
787,"Nor you, great queen, these offices repent,"
788,"Which he will equal, and perhaps augment."
789,"We want not cities, nor Sicilian coasts,"
790,Where King Acestes Trojan lineage boasts.
791,"Permit our ships a shelter on your shores,"
792,"Refitted from your woods with planks and oars,"
793,"That, if our prince be safe, we may renew"
794,"Our destin’d course, and Italy pursue."
795,"But if, O best of men, the Fates ordain"
796,"That thou art swallow’d in the Libyan main,"
797,"And if our young Iulus be no more,"
798,"Dismiss our navy from your friendly shore,"
799,"That we to good Acestes may return,"
800,And with our friends our common losses mourn.”
801,Thus spoke Ilioneus: the Trojan crew
802,With cries and clamours his request renew.
803,"The modest queen a while, with downcast eyes,"
804,Ponder’d the speech; then briefly thus replies:
805,"“Trojans, dismiss your fears; my cruel fate,"
806,"And doubts attending an unsettled state,"
807,Force me to guard my coast from foreign foes.
808,"Who has not heard the story of your woes,"
809,"The name and fortune of your native place,"
810,The fame and valour of the Phrygian race?
811,"We Tyrians are not so devoid of sense,"
812,Nor so remote from Phoebus’ influence.
813,"Whether to Latian shores your course is bent,"
814,"Or, driv’n by tempests from your first intent,"
815,"You seek the good Acestes’ government,"
816,"Your men shall be receiv’d, your fleet repair’d,"
817,"And sail, with ships of convoy for your guard:"
818,"Or, would you stay, and join your friendly pow’rs"
819,"To raise and to defend the Tyrian tow’rs,"
820,"My wealth, my city, and myself are yours."
821,"And would to Heav’n, the Storm, you felt, would bring"
822,On Carthaginian coasts your wand’ring king.
823,"My people shall, by my command, explore"
824,"The ports and creeks of ev’ry winding shore,"
825,"And towns, and wilds, and shady woods, in quest"
826,Of so renown’d and so desir’d a guest.”
827,"Rais’d in his mind the Trojan hero stood,"
828,And long’d to break from out his ambient cloud:
829,"Achates found it, and thus urg’d his way:"
830,"“From whence, O goddess-born, this long delay?"
831,"What more can you desire, your welcome sure,"
832,"Your fleet in safety, and your friends secure?"
833,One only wants; and him we saw in vain
834,"Oppose the Storm, and swallow’d in the main."
835,Orontes in his fate our forfeit paid;
836,The rest agrees with what your mother said.”
837,"Scarce had he spoken, when the cloud gave way,"
838,The mists flew upward and dissolv’d in day.
839,"The Trojan chief appear’d in open sight,"
840,"August in visage, and serenely bright."
841,"His mother goddess, with her hands divine,"
842,"Had form’d his curling locks, and made his temples shine,"
843,"And giv’n his rolling eyes a sparkling grace,"
844,And breath’d a youthful vigour on his face;
845,"Like polish’d ivory, beauteous to behold,"
846,"Or Parian marble, when enchas’d in gold:"
847,"Thus radiant from the circling cloud he broke,"
848,And thus with manly modesty he spoke:
849,"“He whom you seek am I; by tempests toss’d,"
850,And sav’d from shipwreck on your Libyan coast;
851,"Presenting, gracious queen, before your throne,"
852,A prince that owes his life to you alone.
853,"Fair majesty, the refuge and redress"
854,"Of those whom fate pursues, and wants oppress,"
855,"You, who your pious offices employ"
856,To save the relics of abandon’d Troy;
857,"Receive the shipwreck’d on your friendly shore,"
858,With hospitable rites relieve the poor;
859,"Associate in your town a wand’ring train,"
860,And strangers in your palace entertain:
861,"What thanks can wretched fugitives return,"
862,"Who, scatter’d thro’ the world, in exile mourn?"
863,"The gods, if gods to goodness are inclin’d;"
864,"If acts of mercy touch their heav’nly mind,"
865,"And, more than all the gods, your gen’rous heart."
866,"Conscious of worth, requite its own desert!"
867,"In you this age is happy, and this earth,"
868,And parents more than mortal gave you birth.
869,"While rolling rivers into seas shall run,"
870,And round the space of heav’n the radiant sun;
871,"While trees the mountain tops with shades supply,"
872,"Your honour, name, and praise shall never die."
873,"Whate’er abode my fortune has assign’d,"
874,Your image shall be present in my mind.”
875,"Thus having said, he turn’d with pious haste,"
876,And joyful his expecting friends embrac’d:
877,"With his right hand Ilioneus was grac’d,"
878,Serestus with his left; then to his breast
879,Cloanthus and the noble Gyas press’d;
880,And so by turns descended to the rest.
881,"The Tyrian queen stood fix’d upon his face,"
882,"Pleas’d with his motions, ravish’d with his grace;"
883,"Admir’d his fortunes, more admir’d the man;"
884,"Then recollected stood, and thus began:"
885,"“What fate, O goddess-born; what angry pow’rs"
886,Have cast you shipwreck’d on our barren shores?
887,"Are you the great Aeneas, known to fame,"
888,Who from celestial seed your lineage claim?
889,The same Aeneas whom fair Venus bore
