,ASV_Original,ASV_Paraphrased,BBE_Original
114,"Now therefore be pleased to look upon me; For surely I shall not lie to your face.
","I'm sure you'll be happy to look at me, for I'm not lying to you.","Now then, let your eyes be turned to me, for truly I will not say what is false to your face.
"
115,"Return, I pray you, let there be no injustice; Yea, return again, my cause is righteous.
","I beg you, please don't make any mistakes, my cause is good.","Let your minds be changed, and do not have an evil opinion of me; yes, be changed, for my righteousness is still in me.
"
116,Is there injustice on my tongue? Cannot my taste discern mischievous things?,I don't know if I can detect any bad taste in my tongue?,"Is there evil in my tongue? is not the cause of my trouble clear to me?
"
117,"And I said, Hear, I pray you, ye heads of Jacob, and rulers of the house of Israel: is it not for you to know justice? 
","I'm asking you, Jacob, and the rulers of the house of Israel, is it not for you to know justice?","And I said, Give ear, now, you heads of Jacob and rulers of the people of Israel: is it not for you to have knowledge of what is right?
"
118,"ye who hate the good, and love the evil; who pluck off their skin from off them, and their flesh from off their bones; 
","they hate the good, love the bad; they're plucking their skin off them, and their bones from their bones.","You who are haters of good and lovers of evil, pulling off their skin from them and their flesh from their bones;
"
119,"who also eat the flesh of my people, and flay their skin from off them, and break their bones, and chop them in pieces, as for the pot, and as flesh within the caldron. 
","and as meat in the caldron, and as meat in the caldron, and as meat in the caldron, and as meat in the caldron.","Like meat they take the flesh of my people for their food, skinning them and crushing their bones, yes, cutting them up as if for the pot, like flesh inside the cooking-pot.
"
120,"Then shall they cry unto Jehovah, but he will not answer them; yea, he will hide his face from them at that time, according as they have wrought evil in their doings.
","they will cry to God, but he will not answer them, and he will hide his face from them.","Then they will be crying to the Lord for help, but he will not give them an answer: yes, he will keep his face veiled from them at that time, because their acts have been evil.
"
121,"Thus saith Jehovah concerning the prophets that make my people to err; that bite with their teeth, and cry, Peace; and whoso putteth not into their mouths, they even prepare war against him: 
","""he says, 'Peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace, peace","This is what the Lord has said about the prophets by whom my people have been turned from the right way; who, biting with their teeth, say, Peace; and if anyone puts nothing in their mouths they make ready for war against him.
"
122,"Therefore it shall be night unto you, that ye shall have no vision; and it shall be dark unto you, that ye shall not divine; and the sun shall go down upon the prophets, and the day shall be black over them. 
","you will be dark, and the sun will fall, and the prophet will be dark, and the day will be dark.","For this cause it will be night for you, without a vision; and it will be dark for you, without knowledge of the future; the sun will go down over the prophets, and the day will be black over them.
"
123,"And the seers shall be put to shame, and the diviners confounded; yea, they shall all cover their lips; for there is no answer of God. 
","the seers will be ashamed, the diviners will be confused, and the whole world will be silent.","And the seers will be shamed, and the readers of the future will be at a loss, all of them covering their lips; for there is no answer from God.
"
