,YLT_Original,YLT_Paraphrased,DRA_Original
100,"To a despiser of his friends  shame, And the fear of the Mighty he forsaketh.
","he is ashamed of his friends, and he is afraid of the mighty.","He that taketh away mercy from his friend, forsaketh the fear of the Lord.
"
101,"My brethren have deceived as a brook, As a stream of brooks they pass away.
","brothers, as a brook, they pass like a stream of brooks.","My brethren have passed by me, as the torrent that passeth swiftly in the valleys.
"
102,"That are black because of ice, By them doth snow hide itself.
","it's black because of ice, and the snow is hiding it.","They that fear the hoary frost, the snow shall fall upon them.
"
103,"By the time they are warm they have been cut off, By its being hot they have been Extinguished from their place.
","when they are warm, they are cut off by the heat, and they are extinguished.","At the time when they shall be scattered they shall perish: and after it groweth hot they shall be melted out of their place.
"
104,"Turn aside do the paths of their way, They ascend into emptiness, and are lost.
","they turn away, they go down, and they fall.","The paths of their steps are entangled: they shall walk in vain, and shall perish.
"
105,"Passengers of Tema looked expectingly, Travellers of Sheba hoped for them.
","the passengers of Tema looked expectantly, hoping for the arrival of the Sheba.","Consider the paths of Thema, the ways of Saba, and wait a little while.
"
106,"They were ashamed that one hath trusted, They have come unto it and are confounded.
","they were ashamed to trust, and they came to him and were confused.","They are confounded, because I have hoped: they are come also even unto me, and are covered with shame.
"
107,"Surely now ye have become the same! Ye see a downfall, and are afraid.
","you're the same now, and you're afraid.","Now you are come: and now seeing my affliction you are afraid.
"
108,"Is it because I said, Give to me? And, By your power bribe for me?
","and, by your power, will you give me the money?","Did I say: Bring to me, and give me of your substance?
"
109,"And, Deliver me from the hand of an adversary? And, From the hand of terrible ones ransom me?
","and, from the hand of a terrible enemy, ransom me?","Or deliver me from the hand of the enemy, and rescue me out of the hand of the mighty?
"
110,"Shew me, and I -- I keep silent, And what I have erred, let me understand.
","I'm silent, and I'm thinking what I've done wrong.","Teach me, and I will hold my peace: and if I have been ignorant in any thing, instruct me.
"
111,"How powerful have been upright sayings, And what doth reproof from you reprove?
","what powerful words have you spoken, and what do you regret?","Why have you detracted the words of truth, whereas there is none of you that can reprove me?
"
112,"For reproof -- do you reckon words? And for wind -- sayings of the desperate.
",for reproof -- you think words? And for wind -- the words of the desperate.,"You dress up speeches only to rebuke, and you utter words to the wind.
"
113,"Anger on the fatherless ye cause to fall, And are strange to your friend.
",your fatherless son is a strange thing to your friend.,"You rush in upon the fatherless, and you endeavour to overthrow your friend.
"
114,"And, now, please, look upon me, Even to your face do I lie?
","look, I'm lying to you, even in your face.","However finish what you have begun, give ear, and see whether I lie.
"
115,"Turn back, I pray you, let it not be perverseness, Yea, turn back again -- my righteousness  in it.
","turn back, I beg you, don't be a fool, turn back -- my righteousness.","Answer, I beseech you, without contention: and speaking that which is just, judge ye.
"
116,Is there in my tongue perverseness? Discerneth not my palate desirable things?,do you want to know what I want to say?,"And you shall not And iniquity in my tongue, neither shall folly sound in my mouth."
117,"And I say, `Hear, I pray you, heads of Jacob, And ye judges of the house of Israel, Is it not for you to know the judgment?
","""I beg you, Jacob, and you, the judges of the house of Israel, do you know the judgment?","And I said: Hear, O ye princes of Jacob, and ye chiefs of the house of Israel: Is it not your part to know judgment,
"
118,"Ye who are hating good, and loving evil, Taking violently their skin from off them, And their flesh from off their bones,
","who hate good, and love evil, and take their skin off them, and their bones.","You that hate good, and love evil: that violently pluck off their skins from them, and their flesh from their bones?
"
119,"And who have eaten the flesh of My people, And their skin from off them have stript, And their bones they have broken, And they have spread  out as in a pot, And as flesh in the midst of a caldron.
","they ate the flesh of my people, and their skin was torn, and they were broken, and they were like meat in the middle of a caldron.","Who have eaten the flesh of my people, and have flayed their skin from off them: and have broken, and chopped their bones as for the kettle, and as flesh in the midst of the pot.
"
